id;name;university;faculty;exam;match_key_x;matched_key;match_score;match_key_y;study_field
1.2.246.562.20.00000000000000064333;Kasvatusalan kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2025;Lapin yliopisto;Kasvatustieteiden tiedekunta;E;Kasvatusalan kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2025 | Lapin yliopisto;Kasvatusalan kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2026 | Lapin yliopisto;99.17355371900827;Kasvatusalan kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2026 | Lapin yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000064334;Kestävyyskasvatuksen kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2025;Lapin yliopisto;Kasvatustieteiden tiedekunta;E;Kestävyyskasvatuksen kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2025 | Lapin yliopisto;Kestävyyskasvatuksen kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2026 | Lapin yliopisto;99.2248062015504;Kestävyyskasvatuksen kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2026 | Lapin yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000064341;Luokanopettajan kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2025;Lapin yliopisto;Kasvatustieteiden tiedekunta;E;Luokanopettajan kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2025 | Lapin yliopisto;Luokanopettajan kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2026 | Lapin yliopisto;99.19354838709677;Luokanopettajan kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2026 | Lapin yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000056056;Erityisopettaja ja erityisluokanopettaja, Erityispedagogiikan tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Oulun yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E;Erityisopettaja ja erityisluokanopettaja, Erityispedagogiikan tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Oulun yliopisto;Erityisopettaja ja erityisluokanopettaja, Erityispedagogiikan tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Oulun yliopisto;100.0;Erityisopettaja ja erityisluokanopettaja, Erityispedagogiikan tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Oulun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000062597;Interkulttuurinen luokanopettaja, Interkulttuurinen luokanopettajan tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Oulun yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E;Interkulttuurinen luokanopettaja, Interkulttuurinen luokanopettajan tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Oulun yliopisto;Interkulttuurinen luokanopettaja, Interkulttuurinen luokanopettajan tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Oulun yliopisto;100.0;Interkulttuurinen luokanopettaja, Interkulttuurinen luokanopettajan tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Oulun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000055892;Luokanopettaja, Luokanopettajan tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3v+2v);Oulun yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E;Luokanopettaja, Luokanopettajan tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3v+2v) | Oulun yliopisto;Luokanopettaja, Luokanopettajan tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3v+2v) | Oulun yliopisto;100.0;Luokanopettaja, Luokanopettajan tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3v+2v) | Oulun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000055896;Musiikkikasvatus, Musiikkikasvatuksen tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Oulun yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E;Musiikkikasvatus, Musiikkikasvatuksen tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Oulun yliopisto;Musiikkikasvatus, Musiikkikasvatuksen tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Oulun yliopisto;100.0;Musiikkikasvatus, Musiikkikasvatuksen tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Oulun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000055897;Oppimistieteet, Oppimistieteiden tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Oulun yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E;Oppimistieteet, Oppimistieteiden tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Oulun yliopisto;Oppimistieteet, Oppimistieteiden tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Oulun yliopisto;100.0;Oppimistieteet, Oppimistieteiden tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Oulun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000055898;Varhaiskasvatus, Varhaiskasvatuksen tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3v+2v);Oulun yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E;Varhaiskasvatus, Varhaiskasvatuksen tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3v+2v) | Oulun yliopisto;Varhaiskasvatus, Varhaiskasvatuksen tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3v+2v) | Oulun yliopisto;100.0;Varhaiskasvatus, Varhaiskasvatuksen tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3v+2v) | Oulun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000056073;Yleinen kasvatustiede, Yleisen kasvatustieteen tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Oulun yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E;Yleinen kasvatustiede, Yleisen kasvatustieteen tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Oulun yliopisto;Yleinen kasvatustiede, Yleisen kasvatustieteen tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Oulun yliopisto;100.0;Yleinen kasvatustiede, Yleisen kasvatustieteen tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Oulun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000063313;Elinikäinen oppiminen ja kasvatus, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Tampereen yliopisto;Kasvatustieteiden ja kulttuurin tiedekunta;E;Elinikäinen oppiminen ja kasvatus, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Tampereen yliopisto;Elinikäinen oppiminen ja kasvatus, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Tampereen yliopisto;100.0;Elinikäinen oppiminen ja kasvatus, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Tampereen yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000063315;Erityisopettaja, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Tampereen yliopisto;Kasvatustieteiden ja kulttuurin tiedekunta;E;Erityisopettaja, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Tampereen yliopisto;Erityisopettaja, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Tampereen yliopisto;100.0;Erityisopettaja, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Tampereen yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000063320;Luokanopettaja, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Tampereen yliopisto;Kasvatustieteiden ja kulttuurin tiedekunta;E;Luokanopettaja, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Tampereen yliopisto;Luokanopettaja, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Tampereen yliopisto;100.0;Luokanopettaja, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Tampereen yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000063321;Varhaiskasvatuksen opettaja, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti (3 v);Tampereen yliopisto;Kasvatustieteiden ja kulttuurin tiedekunta;E;Varhaiskasvatuksen opettaja, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti (3 v) | Tampereen yliopisto;Varhaiskasvatuksen opettaja, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti (3 v) | Tampereen yliopisto;100.0;Varhaiskasvatuksen opettaja, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti (3 v) | Tampereen yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000056824;Erityisopettajan tutkinto-ohjelma, Turku, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E;Erityisopettajan tutkinto-ohjelma, Turku, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v) | Turun yliopisto;Erityisopettajan tutkinto-ohjelma, Turku, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v) | Turun yliopisto;100.0;Erityisopettajan tutkinto-ohjelma, Turku, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v) | Turun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000056825;Kasvatustieteiden tutkinto-ohjelma, Turku, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E;Kasvatustieteiden tutkinto-ohjelma, Turku, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v) | Turun yliopisto;Kasvatustieteiden tutkinto-ohjelma, Turku, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v) | Turun yliopisto;100.0;Kasvatustieteiden tutkinto-ohjelma, Turku, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v) | Turun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000056828;Luokanopettajan tutkinto-ohjelma, Turku, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E;Luokanopettajan tutkinto-ohjelma, Turku, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v) | Turun yliopisto;Luokanopettajan tutkinto-ohjelma, Turku, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v) | Turun yliopisto;100.0;Luokanopettajan tutkinto-ohjelma, Turku, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v) | Turun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000055092;Maisterihaku, kasvatustieteiden tutkinto-ohjelma, Turku, kasvatustieteen maisteri (2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E;Maisterihaku, kasvatustieteiden tutkinto-ohjelma, Turku, kasvatustieteen maisteri (2 v) | Turun yliopisto;Maisterihaku, kasvatustieteiden tutkinto-ohjelma, Turku, kasvatustieteen maisteri (2 v) | Turun yliopisto;100.0;Maisterihaku, kasvatustieteiden tutkinto-ohjelma, Turku, kasvatustieteen maisteri (2 v) | Turun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000055097;Maisterihaku, luokanopettajan tutkinto-ohjelma, Turku, kasvatustieteen maisteri (2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E;Maisterihaku, luokanopettajan tutkinto-ohjelma, Turku, kasvatustieteen maisteri (2 v) | Turun yliopisto;Maisterihaku, luokanopettajan tutkinto-ohjelma, Turku, kasvatustieteen maisteri (2 v) | Turun yliopisto;100.0;Maisterihaku, luokanopettajan tutkinto-ohjelma, Turku, kasvatustieteen maisteri (2 v) | Turun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000064222;Käsityön aineenopettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E;Käsityön aineenopettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v) | Turun yliopisto;Käsityön aineenopettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v) | Turun yliopisto;100.0;Käsityön aineenopettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v) | Turun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000056827;Luokanopettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E;Luokanopettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v) | Turun yliopisto;Luokanopettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v) | Turun yliopisto;100.0;Luokanopettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v) | Turun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000055094;Maisterihaku, kasvatustieteen (varhaiskasvatus) maisteriohjelma, Rauma, kasvatustieteen maisteri (2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E;Maisterihaku, kasvatustieteen (varhaiskasvatus) maisteriohjelma, Rauma, kasvatustieteen maisteri (2 v) | Turun yliopisto;Maisterihaku, kasvatustieteen (varhaiskasvatus) maisteriohjelma, Rauma, kasvatustieteen maisteri (2 v) | Turun yliopisto;100.0;Maisterihaku, kasvatustieteen (varhaiskasvatus) maisteriohjelma, Rauma, kasvatustieteen maisteri (2 v) | Turun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000055096;Maisterihaku, luokanopettajan tutkinto-ohjelma, Rauma, kasvatustieteen maisteri (2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E;Maisterihaku, luokanopettajan tutkinto-ohjelma, Rauma, kasvatustieteen maisteri (2 v) | Turun yliopisto;Maisterihaku, luokanopettajan tutkinto-ohjelma, Rauma, kasvatustieteen maisteri (2 v) | Turun yliopisto;100.0;Maisterihaku, luokanopettajan tutkinto-ohjelma, Rauma, kasvatustieteen maisteri (2 v) | Turun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000056829;Varhaiskasvatuksen opettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti (3 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E;Varhaiskasvatuksen opettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti (3 v) | Turun yliopisto;Varhaiskasvatuksen opettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti (3 v) | Turun yliopisto;100.0;Varhaiskasvatuksen opettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti (3 v) | Turun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000059418;Varhaiskasvatuksen opettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E;Varhaiskasvatuksen opettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Turun yliopisto;Varhaiskasvatuksen opettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Turun yliopisto;100.0;Varhaiskasvatuksen opettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v) | Turun yliopisto;kasvatustieteet
1.2.246.562.20.00000000000000056189;Hushållsvetenskap: Utbildningsprogrammet för slöjdvetenskap och hushållsvetenskap (Vasa), pedagogie kandidat och pedagogie magister (3+2 år);Åbo Akademi;Fakulteten för pedagogik och välfärdsstudier;E;Hushållsvetenskap: Utbildningsprogrammet för slöjdvetenskap och hushållsvetenskap (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;Hushållsvetenskap: Utbildningsprogrammet för slöjdvetenskap och hushållsvetenskap (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;100.0;Hushållsvetenskap: Utbildningsprogrammet för slöjdvetenskap och hushållsvetenskap (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;kasvatustieteet
1.2.246.562.20.00000000000000056191;Slöjdvetenskap: Utbildningsprogrammet för slöjdvetenskap och hushållsvetenskap (Vasa), pedagogie kandidat och pedagogie magister (3+2 år);Åbo Akademi;Fakulteten för pedagogik och välfärdsstudier;E;Slöjdvetenskap: Utbildningsprogrammet för slöjdvetenskap och hushållsvetenskap (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;Slöjdvetenskap: Utbildningsprogrammet för slöjdvetenskap och hushållsvetenskap (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;100.0;Slöjdvetenskap: Utbildningsprogrammet för slöjdvetenskap och hushållsvetenskap (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;kasvatustieteet
1.2.246.562.20.00000000000000056192;Utbildningsprogrammet för klasslärare (Vasa), pedagogie kandidat och pedagogie magister (3+2 år);Åbo Akademi;Fakulteten för pedagogik och välfärdsstudier;E;Utbildningsprogrammet för klasslärare (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;Utbildningsprogrammet för klasslärare (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;100.0;Utbildningsprogrammet för klasslärare (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;kasvatustieteet
1.2.246.562.20.00000000000000056193;Utbildningsprogrammet för lärare inom småbarnspedagogik (Vasa), pedagogie kandidat och pedagogie magister (3+2 år);Åbo Akademi;Fakulteten för pedagogik och välfärdsstudier;E;Utbildningsprogrammet för lärare inom småbarnspedagogik (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;Utbildningsprogrammet för lärare inom småbarnspedagogik (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;100.0;Utbildningsprogrammet för lärare inom småbarnspedagogik (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;kasvatustieteet
1.2.246.562.20.00000000000000056194;Utbildningsprogrammet för pedagogiskt ledarskap och utvecklingsarbete (Vasa), pedagogie kandidat och pedagogie magister (3+2 år);Åbo Akademi;Fakulteten för pedagogik och välfärdsstudier;E;Utbildningsprogrammet för pedagogiskt ledarskap och utvecklingsarbete (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;Utbildningsprogrammet för pedagogiskt ledarskap och utvecklingsarbete (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;100.0;Utbildningsprogrammet för pedagogiskt ledarskap och utvecklingsarbete (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;kasvatustieteet
1.2.246.562.20.00000000000000056195;Utbildningsprogrammet för speciallärare (Vasa), pedagogie kandidat och pedagogie magister (3+2 år);Åbo Akademi;Fakulteten för pedagogik och välfärdsstudier;E;Utbildningsprogrammet för speciallärare (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;Utbildningsprogrammet för speciallärare (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;100.0;Utbildningsprogrammet för speciallärare (Vasa), pedagogie kandidat och pedagogie magister (3+2 år) | Åbo Akademi;kasvatustieteet
1.2.246.562.20.00000000000000056065;Kauppatieteet, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan yhteisvalinta);Aalto-yliopisto;Kauppakorkeakoulu;F;Kauppatieteet, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan yhteisvalinta) | Aalto-yliopisto;Kauppatieteet, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan valintayhteistyö) | Aalto-yliopisto;94.02390438247012;Kauppatieteet, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan valintayhteistyö) | Aalto-yliopisto;kauppatiede
1.2.246.562.20.00000000000000056417;Ympäristö- ja elintarviketalouden kandiohjelma, maatalous- ja metsätieteiden kandidaatti ja maisteri tai elintarviketieteiden kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Maatalous-metsätieteellinen tiedekunta;F;Ympäristö- ja elintarviketalouden kandiohjelma, maatalous- ja metsätieteiden kandidaatti ja maisteri tai elintarviketieteiden kandidaatti ja maisteri (3 v + 2 v) | Helsingin yliopisto;Elintarviketalouden ja kulutuksen kandiohjelma, elintarviketieteiden kandidaatti ja maisteri tai maatalous- ja metsätieteiden kandidaatti ja maisteri (3 v + 2 v) | Helsingin yliopisto;87.54901960784314;Elintarviketalouden ja kulutuksen kandiohjelma, elintarviketieteiden kandidaatti ja maisteri tai maatalous- ja metsätieteiden kandidaatti ja maisteri (3 v + 2 v) | Helsingin yliopisto;taloustiede
1.2.246.562.20.00000000000000056434;Taloustieteen kandiohjelma, valtiotieteiden kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Valtiotieteellinen tiedekunta;F;Taloustieteen kandiohjelma, valtiotieteiden kandidaatti ja maisteri (3 v + 2 v) | Helsingin yliopisto;Taloustieteen kandiohjelma, valtiotieteiden kandidaatti ja maisteri (3 v + 2 v) | Helsingin yliopisto;100.0;Taloustieteen kandiohjelma, valtiotieteiden kandidaatti ja maisteri (3 v + 2 v) | Helsingin yliopisto;taloustiede
1.2.246.562.20.00000000000000062564;Kauppatieteet, Joensuu, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan yhteisvalinta);Itä-Suomen yliopisto;Yhteiskuntatieteiden ja kauppatieteiden tiedekunta;F;Kauppatieteet, Joensuu, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan yhteisvalinta) | Itä-Suomen yliopisto;Kauppatieteet, Joensuu, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan valintayhteistyö) | Itä-Suomen yliopisto;94.6236559139785;Kauppatieteet, Joensuu, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan valintayhteistyö) | Itä-Suomen yliopisto;kauppatiede
1.2.246.562.20.00000000000000062568;Liiketaloustiede ja tietojenkäsittelytiede, Joensuu, kauppatieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Itä-Suomen yliopisto;Yhteiskuntatieteiden ja kauppatieteiden tiedekunta;F;Liiketaloustiede ja tietojenkäsittelytiede, Joensuu, kauppatieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Itä-Suomen yliopisto;Liiketaloustiede ja tietojenkäsittelytiede, Joensuu, kauppatieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Itä-Suomen yliopisto;100.0;Liiketaloustiede ja tietojenkäsittelytiede, Joensuu, kauppatieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Itä-Suomen yliopisto;tietojärjestelmätiede
1.2.246.562.20.00000000000000062565;Kauppatieteet, Kuopio, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan yhteisvalinta);Itä-Suomen yliopisto;Yhteiskuntatieteiden ja kauppatieteiden tiedekunta;F;Kauppatieteet, Kuopio, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan yhteisvalinta) | Itä-Suomen yliopisto;Kauppatieteet, Kuopio, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan valintayhteistyö) | Itä-Suomen yliopisto;94.58483754512635;Kauppatieteet, Kuopio, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan valintayhteistyö) | Itä-Suomen yliopisto;kauppatiede
1.2.246.562.20.00000000000000062569;Liiketaloustiede ja tietojenkäsittelytiede, Kuopio, kauppatieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Itä-Suomen yliopisto;Yhteiskuntatieteiden ja kauppatieteiden tiedekunta;F;Liiketaloustiede ja tietojenkäsittelytiede, Kuopio, kauppatieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Itä-Suomen yliopisto;Liiketaloustiede ja tietojenkäsittelytiede, Kuopio, kauppatieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Itä-Suomen yliopisto;100.0;Liiketaloustiede ja tietojenkäsittelytiede, Kuopio, kauppatieteiden kandidaatti ja filosofian maisteri (3 v + 2 v) | Itä-Suomen yliopisto;tietojärjestelmätiede
1.2.246.562.20.00000000000000062706;Taloustiede, Kuopio, yhteiskuntatieteiden kandidaatti (3 v);Itä-Suomen yliopisto;Yhteiskuntatieteiden ja kauppatieteiden tiedekunta;F;Taloustiede, Kuopio, yhteiskuntatieteiden kandidaatti (3 v) | Itä-Suomen yliopisto;Taloustiede, Kuopio, yhteiskuntatieteiden kandidaatti (3 v) | Itä-Suomen yliopisto;100.0;Taloustiede, Kuopio, yhteiskuntatieteiden kandidaatti (3 v) | Itä-Suomen yliopisto;taloustiede
1.2.246.562.20.00000000000000064112;Tietojärjestelmätieteen kandidaatti- ja maisteriohjelma, kauppatieteiden kandidaatti ja maisteri (3 v+ 2 v);Jyväskylän yliopisto;Informaatioteknologian tiedekunta;F;Tietojärjestelmätieteen kandidaatti- ja maisteriohjelma, kauppatieteiden kandidaatti ja maisteri (3 v+ 2 v) | Jyväskylän yliopisto;Tietojärjestelmätieteen kandidaatti- ja maisteriohjelma, kauppatieteiden kandidaatti ja maisteri (3 v+ 2 v) | Jyväskylän yliopisto;100.0;Tietojärjestelmätieteen kandidaatti- ja maisteriohjelma, kauppatieteiden kandidaatti ja maisteri (3 v+ 2 v) | Jyväskylän yliopisto;tietojärjestelmätiede
